SHIP_NAME	CAPTAIN_NAME	CAPTOR_NAME	TONNAGE	CREW_SIZE	DAY_CAPTURE	MNTH_CAPTURE	YEAR_CAPTURE	HCA
ENGAGEANTE	DESGAREUX	CONCORD	283	2	29	5	94	HCA34-61
ENTENDU	MATHAU	JALOUSE	370	23	28	6	0	HCA34-63
ENTERPRISE	BRYON	UNICORN	280	17	2	12	96	HCA34-61
ENTERPRISE	EUSTACHE	SWAN CR	430	25	11	5	97	HCA34-62
ENTERPRISE	LAURIOL	DUKE OF YORK CR	430	27	27	9	96	HCA34-61
ENTREEPRENANT								HCA
ENTREPRENANT	BERNARD	ST FIORENZO	280	0	24	5	99	HCA34-63
ENTREPRENANT	MAHE	WEAZLE SL	10	18	27	1	98	HCA34-62
ENTREPRENANT	PODESTA	SUCCESS	220	36	31	3	1	HCA34-63
ENTREPRENANT	VARRIERE	JUNO FR	290	28	16	4	93	HCA34-61
EOLE	HERVIEUX	GRAND FALCON	290	0	23	2	97	HCA34-62
EPEIVEL	///	SWAN	290	20	28	1	0	HCA34-63
EPERVIER	DANET	CERBERUS	61	20	22	1	98	HCA34-62
EPERVIER	HAMMOND	FAIRY	90	22	8	2	99	HCA34-63
EPERVIER	LE VALTON	SWAN	280	14	16	4	93	HCA34-61
EPERVIER	POISSON	PLYMOUTH LR	280	30	3	3	97	HCA34-62
EPERVIER	VALET	FLORA CR	80	26	21	6	96	HCA34-61
ERINGOBRAK	HONEYWELL	PLOVER	380	44	22	1	99	HCA34-63
ESPEIGLE	DREAU	PHOENIX	240	31	13	7	97	HCA34-62
ESPEIGLE	KENNELL	AURORA FR	180	54	6	2	98	HCA34-62
ESPEIGLE	TOURNEAUX	MELPOMENE	290	30	21	6	97	HCA34-62
ESPERANCE	ALLONNEUX	DRUID FR	280	67	9	7	93	HCA34-61
ESPERANCE	BASSET	GRAND FALCONER	290	16	21	6	97	HCA34-62
ESPERANCE	HAMEL	ENTERPRISE PR	140	0	21	1	97	HCA32-62
ESPERANCE	LAURENT	NETTLEY	180	36	28	6	0	HCA34-63
ESPERANCE	LAUTONNE	HARPY FR	90	29	26	2	98	HCA34-62
ESPERANCE	LE VISAGE	LOTTERY PR	140	0	6	2	98	HCA34-62
ESPERANCE	ORSONNEAU	RESOLUTION	360	0	6	11	93	HCA34-61
ESPERANCE	RAUSE	CERBERUS	60	0	10	12	99	HCA34-63
ESPERANCE	SEILLE	DIAMOND	0	52	27	1	97	HCA34-62
ESPION	MOGENDIE	LIVELY FR	281	40	9	4	95	HCA34-61
ESPOIR	BASSET	OISEAU	280	66	21	4	1	HCA34-63
ESPOIR	CODDERIN	VIPER CR	440	16	11	8	97	HCA34-62
ESPOIR	DE LATTRE	M DE COBOURG	90	18	8	12	97	HCA34-62
ESPOIR	DESPEREUX	KINGFISHER SL	180	39	21	3	98	HCA
ESPOIR	LE ROUX	CRESCENT	111	25	9	7	93	HCA34-61
ESPOIR	MAG							HCA
ESPOIR	MARGNOT	KINGFISHER SL	280	0	7	9	95	HCA34-61
ESPOIR	MARGNOT	KINGSH						HCA
ESPOIR	PETIT	LADY CHARLOTTE	280	22	12	6	1	HCA34-60
ESTHER	RABION	EAGLE PR	140	0	30	3	98	HCA34-62
ETOILE	BERTHELIN	ARTOIS	100	40	27	4	96	HCA34-61
ETOURDIS	BOURBEAUX	MARIN LR	450	23	-1			HCA
ETOURDIS	BOURBEAUX	MARIN LR	450	23	13	6	97	HCA34-62
ETRIA	COUDRE							HCA
ETRIA	LACONDRAIS	MELAMPUS	291	37	14	12	96	HCA34-61
EUGENIE	HERAND	CLEOPATRA	61	7	1	6	98	HCA34-62
EVEILLE	HONORE	CONCORDE FR	100	90	7	5	96	HCA34-61
EVEILLE	RAYMOND	TROMPEUSE	60	87	27	7	96	HCA34-61
EXPEDITIF	BARRAS	THOMAS	190	0	23	5	93	HCA34-61
EXPEDITIF	DORRAS							HCA
EXPEDITION	///	INCONSTANTE FR	310	70	9	6	96	HCA34-61
EXPEDITION	CARROY	GALATEA	101	8	2	6	95	HCA34-61
EXPEDITION	CARROY	GALATEA	101	8	2	6	95	HCA34-61
EXPEDITION	CARROY	GALATEA	101	8	2	6	95	HCA34-61
EXPEDITION	MARIE							HCA
F	O	MONTAGU	280	0	18	12	0	HCA34-63
FABRIUS	DUPUIS	DORIS FRIGATE	61	40	4	11	97	HCA34-62
FANTAISIE	CARIDON	JALOUSIE	440	33	10	1	0	HCA34-63
FANTAISIE	LECLERC	FERRET SL	90	36	23	5	93	HCA34-61
FANTAISIE	SEPTAM	GALATEA	100	60	29	6	96	HCA34-61
FASCEUR	FORGEN	DISPATCH	110	0	1	11	99	HCA34-63
FAVOURITE	LE GUE	HIND	280	59	24	2	97	HCA34-62
FEDERATIF	LACROIX	PR OF WALES	190	0	11	5	93	HCA34-61
FELICITE	BOCHER	ENTERPRISE PR	140	0	4	11	96	HCA34-61
FELICITE	O	WARRENS SQ	100	0	13	5	96	HCA34-61
FELICITE	THOMAS	VULTURE PR	140	0	13	9	97	HCA34-62
FELICITE	VOLE	WARRENS SQ	280	0	31	7	0	HCA34-63
FELIX MERITES	SORGINT	MARS	290	0	3	9	95	HCA34-61
FIDELLE	SOUFFESSE	TARTAR	140	0	10	5	99	HCA34-63
FILIBUSTIER	CANY	CRUIZER	370	50	8	5	0	HCA34-63
FIN MATOIS	VINCENT	OVERYSEL	80	12	17	8	98	HCA34-62
FINE	LESSERT	SWALLOW CUTTER	410	11	27	9	96	HCA34-61
FLIBUSTIER	CAPAL	SPIDER SL	280	66	13	6	97	HCA34-62
FLIBUSTIER	DELARGERE	KING GEORGE CR	380	16	12	6	1	HCA34-60
FLIBUSTIER	MARBAISE	EURIDICE	380	63	23	3	97	HCA34-62
FLIBUSTIER	PELLOT	DIANA FR	60	32	8	12	97	HCA34-62
FLORE	NAPIAS	ANSON	282	40	2	11	98	HCA34-62
FLORE DU LEGUE	CHALAMBERT	SYLPH	280	0	27	2	0	HCA34-63
FORMELLE	MANTELAN	LIVELY FRIGATE	282	43	9	4	95	HCA34-61
FORMIDABLE	LETELLIER	STRACHANS SQ	288	10	18	12	5	HCA34-64
FORMIDABLE	LINOIS	LONDON	287	16	29	7	96	HCA34-61
FORTE	LE LOUP	SYBELLA	463	60	4	4	0	HCA34-63
FORTUNE	BASTERE	RUBY	81	88	3	9	0	HCA34-60
FORTUNE	DE KEDIERNE	HOODS SQUADRON	313	0	2	10	98	HCA34-62
FOUDROYANT	DUGATZ	PHOENIX	61	24	4	4	99	HCA34-63
FRANCOIS BERNARD	O	ANSON	100	0	3	5	97	HCA34-62
FRANCOISCO	O	ANSON FRIGATE	100	0	7	4	98	HCA34-62
FRANKLIN	BILLER	WARRENS SQ	101	30	14	12	96	HCA34-61
FRANKLIN	DENJON	LATONA FRIGATE	290	51	28	6	95	HCA34-61
FREDERICK WILLIAM	ANTONIUS	VULTURE PR	140	0	21	6	97	HCA34-62
FROISIENNE FERRAIBLEUR	LAGEOL	MAYFLOWER PR	110	65	16	5	0	HCA34-63
FRUIT DE LA MER	HUBERSON	HUNTER CUTTER	370	0	11	5	93	HCA34-61
FURET	BOUVET	VIPER	100	54	27	2	0	HCA34-63
FURET	FAUGEUX	FLY	290	23	27	9	96	HCA34-61
FURET	GAUTIER	MINERVE	180	77	3	9	0	HCA34-60
FURET	GIRON	SCOURGE	280	48	23	3	97	HCA34-62
FURET	LE BILLET	TRITON FRIGATE	280	44	8	12	97	HCA34-62
FURET	MARBAISSE	RACOON SLOOP	90	13	24	5	96	HCA34-61
FURET	OZANNE	ENDYMION	180	64	1	7	1	HCA34-63
FURET	RIVEN	TRIAL CUTTER	90	39	16	8	93	HCA34-61
FURET	VIANSON	ORESTES SLOOP	290	17	4	11	97	HCA34-62
GAYETE	GUINE	ARETHUSA FRIG	291	86	20	10	97	HCA34-62
GEN DUMOURIER	GUERRE	///	0	0	0	0	0	HCA
GEN DUMOURIER	GUERRE	///	0	0	0	0	93	HCA32-834 1
GENERAL BERNADOTTE	GUERIN	ARETHUSA FRIG	470	57	19	6	0	HCA34-63
GENERAL BRUNE	MARTIN	AMETHYST	281	0	2	6	1	HCA34-63
GENERAL SOULT	HOT	TERMAGENT	400	26	26	2	2	HCA34-60
GENTILLE	AUDAIRE	RESOLUTION PR	110	0	20	6	98	HCA34-62
GENTILLE	CANON	HANNIBAL	283	15	22	5	95	HCA34-61
GENTILLE	LACROIX	PELLEWS SQUADRON	100	0	21	4	95	HCA34-61
GEORGETTE	EDET	HIND FRIGATE	101	50	26	6	93	HCA34-61
GIRONDE	MARTIN	FISHGUARD	280	91	2	10	0	HCA34-63
GLANEUR	TIERCE	FLY	280	33	20	3	99	HCA34-63
GLOIRE	BOURGOINE	ALBATROSS	211	13	26	2	1	HCA34-60
GLOIRE	BUNIO	ASTREA FRIGATE	293	0	22	5	95	HCA34-61
GRACES	MALO	ROBT ADAMS CR	440	23	6	2	98	HCA34-62
GRAND DIABLE	O	ANN	90	8	28	1	0	HCA34-63
GRAND FEVIAILLEUR	MALBERNAS	PHOEBE	61	21	22	11	99	HCA34-63
GRAND INDIEN	VESBAIS	SHANNON	61	20	7	3	99	HCA34-63
GRAND ST GERAUD	HANTE	ALLIGATOR	140	0	12	7	93	HCA34-61
GRIVE	PEYNISSET	ARGUS HIRED LR	280	0	14	10	96	HCA34-61
GUAVIER	LALLEMAND	COURIER	370	35	17	1	0	HCA34-63
GUEPE	DUPONT	WARRENS SQ	281	35	19	11	0	HCA34-63
GUERRIER	VALLAT	TERMAGENT	480	38	26	2	2	HCA34-60
GUERRIERE	HUBERT	BLANCHE FRIGATE	333	13	3	8	6	HCA34-64
GUICHARD	GODIN	SHARK	290	0	28	3	93	HCA34-61
GUIDELOU	GUIDELOU	BOYNE	290	48	9	7	93	HCA34-61
GUN BOAT 57	MOUILLARD	ARISTOCRAT	140	24	24	4	0	HCA34-63
HARDI	DESAUDRAYE	HAZARD	61	26	15	5	97	HCA34-62
HARDI	LE CHOSEL	TELEMACHNS CR	290	29	20	10	97	HCA34-62
HARDI	MAYNAUD	ANSON	280	92	13	6	0	HCA34-63
HARDI MENDIANT	BRANDT	PHOENIX CUTTER	370	28	27	1	97	HCA34-62
HARMONIE	GUEZENEA	ANSON	100	0	27	4	96	HCA34-61
HASARD	ALLARD	SURPRIZE	140	0	22	11	93	HCA34-61
HASARD	CAMAROGUE	PHOEBE	280	0	10	12	99	HCA34-63
HASARD	CHOTEAU	PHAETON FRIGATE	280	96	16	2	98	HCA34-62
HASARD	LA MAIRE	LION CUTTER	90	17	23	2	97	HCA34-62
HASARD	MUILMAN	RACOON	80	18	8	7	96	HCA34-61
HEBE	GARNER	BROTHERS	190	0	11	11	93	HCA34-61
HELENE	GUIOT	ORPHAEUS FRIG	290	0	20	9	93	HCA34-61
HELENE	ROZE	BALCARRAS PR	140	0	22	1	98	HCA34-62
HENRI	DOULLARD	GORGON	181	3	5	7	98	HCA34-62
HENRIETTE	BRISOUT	WARRENS SQUAD	100	17	31	7	0	HCA34-60
HERCULE	HERRITER	MARS	286	80	1	6	98	HCA34-62
HERO DE BAYONNE	GOYELCHE	BRUNSWICK	290	0	3	9	95	HCA34-61
HEROS	ROSSE	ATALANTE ANSELM	280	73	21	5	1	HCA34-63
HEUREUSE ESPERANCE	BASSET	SPEEDWELL	280	23	14	3	0	HCA34-63
HEUREUSE NOUVELLE	DENIS	INDEFATIGABLE	100	78	15	3	98	HCA34-62
HEUREUSE SOCIETE	GOUET	SPITFIRE	280	64	10	6	0	HCA34-63
HEUREUX	GIRON	AMELIA	280	79	14	7	1	HCA34-63
HEUREUX	LIMOUSIN	PHOEBE	62	21	6	5	0	HCA34-63
HEUREUX	RENAUDET	RESOLUTION	110	0	6	6	93	HCA34-61
HEUREUX	VIDAN	INDEFATIGABLE	280	90	12	9	98	HCA34-62
HEUREUX  HASARD	DOUVIE	NAIAD	290	94	4	5	99	HCA34-63
HEUREUX COURIER	LATOUCHE	SPITFIRE	280	56	31	7	0	HCA34-63
HEUREUX MENAGE	MARCHAND	DISPATCH	110	0	31	1	0	HCA34-63
HEUREUX SPECULATEUR	LUONIAN	SPEEDWELL	280	57	14	3	0	HCA34-63
HIRONDELLE	DE FRAYE	BOSTON	200	75	25	4	93	HCA34-61
HIRONDELLE	DESGARDINES	EURIDICE	80	49	19	12	99	HCA34-63
HIRONDELLE	DIAS	HOUND	370	25	3	10	99	HCA34-63
HIRONDELLE	JUS	PRINCE WM PRIV	140	0	2	11	98	HCA34-62
HIRONDELLE	MOURILLAU	HOUND	110	0	2	12	0	HCA34-63
HIRONDELLE	O	STRACHANS SQ	290	0	24	6	95	HCA34-61
HIRONDELLE	ROUILLE	STAG	340	44	3	5	97	HCA34-62
HIRONDELLE	TARDY	CLEOPATRA	290	64	2	2	97	HCA34-62
HIRONDELLE	TROUDE	CERBERUS	60	53	22	12	96	HCA34-61
HOCHE	PREVERT	PLYMOUTH LUGGER	280	14	3	5	97	HCA34-62
HUIT FRERES	O	LADY ANN	370	22	28	6	0	HCA34-63
HUITS AMIS	BANQUES	ENDYMION	61	57	5	7	98	HCA34-62
HURON	ABATUT	ARGUS PRIVATEER	140	0	14	7	1	HCA34-63
HURON	GUVIOU	MAGICIEN	280	0	10	3	1	HCA34-63
HUSARD	HAMMOND	AMERICA	370	34	13	12	98	HCA34-60
HYAENA	BERRADE	INDEFATIGABLE	102	28	10	1	98	HCA34-62
ILLIEZ	CLEUT	VALIANT LUGGER	100	0	28	4	96	HCA34-61
IMMORTALITE	LE GRAND	FISHGUARD	285	80	28	11	98	HCA34-62
IMPETUEUX	DOUVILLE	HOWES FLEET	297	13	15	7	94	HCA34-61
IMPOMISSTU	LANNALOUGE	TRITON	280	64	16	2	99	HCA34-63
IMPROMPTU	LENYER	NIMBLE CUTTER	290	32	9	5	97	HCA34-62
INCONCEVABLE	BRIDENBACK	INDEFATIGABLE	100	52	26	2	98	HCA34-62
INCONNUE	DUHART	AUDACIOUS	341	36	2	10	94	HCA34-61
INCROYABLE	DESSE	FLORA	292	20	13	6	97	HCA34-62
INCROYABLE	LE MARQUAND	SPITFIRE SLOOP	280	30	17	10	97	HCA34-62
INCROYABLE	ROGER	HIND CUTTER	100	29	15	9	97	HCA34-62
INDEFATIGABLE	CANDEAU	ECHALION	401	70	17	5	99	HCA34-63
INDEMNITE	LUGEOL	DIANA	60	68	4	11	96	HCA34-61
INDIEN	FORTERIE	PHAETON	280	54	14	11	97	HCA34-62
INDISPENSIBLE	FLORENCE	TARTAR	490	0	11	5	93	HCA34-61
INSOLENT	VOISUIS	PELLEWS SQUAD	340	82	3	9	0	HCA34-60
INTERVENTION	THIBAUT	IMMORTALITY	282	18	3	9	1	HCA34-60
INTREPIDE	CANDEUX	LATONA	180	78	6	2	98	HCA34-62
INTREPIDE	TAILLARD	MACOON	90	50	28	1	0	HCA34-63
INVINCIBLE BONAPARTE	LAMOTTE	BOADECIA	291	66	1	2	99	HCA34-63
INVISIBLE	DUBOIS	FURY GUNBOAT	290	14	4	11	97	HCA34-62
IPPOCRATE	PIMARE	STAG	280	62	30	3	97	HCA34-62
JACOBIN	GRAVIER	EAGLE	160	0	11	6	95	HCA34-61
JALOUSIE	DE CLOSTER	FLAMER GUNBOAT	500	0	12	12	97	HCA34-62
JALOUSIE	ROY	VULTURE PR	140	0	21	12	97	HCA34-62
JASON	JANET	ANSON FRIGATE	281	7	22	3	98	HCA34-62
JASON	MARGUET	JEALOUSY	200	52	4	4	99	HCA34-63
JEAN BAPTISTE	PERELDE	SURPRIZE	140	0	5	8	93	HCA34-61
JEAN BAPTISTE	PUCHEU	DAPHNE	110	0	31	3	94	HCA34-61
JEAN BART	HIERO	COLPOYS SQUAD	291	18	14	7	95	HCA34-61
JEAN BART	LE MAITRE	TELEMACHUS CR	290	23	14	11	97	HCA34-62
JEAN BART	LE RIDDLE	FALCON SLOOP	290	44	16	4	93	HCA34-61
JEAN BART	NENTS	FERRET	80	38	16	4	93	HCA34-61
JEAN BART	SANTOS	POMONA	101	73	2	6	95	HCA34-61
JEAN DE BORDEAUX	DUVERT	PHOENIX	140	0	15	7	0	HCA34-63
JEAN DE GRANVILLE	PAINCHANT	ROYALIST LUGGER	140	0	27	4	96	HCA34-61
JEAN JACQUES	HUNSEE	BLACK JOKE	140	0	3	9	1	HCA34-63
JEAN MARIE	POLAIN	ANSON	100	0	11	6	96	HCA34-61
JEAN PIERRE	MOCEAU	FLINT PRIVATEER	140	0	2	7	99	HCA34-63
JEAN RENE	ROBERT	DEFIANCE	140	0	12	12	93	HCA34-61
JEANNE	LA BORDE	PHOENIX PR	140	0	21	5	92	HCA34-62
JENNY DE BAYONNE	HANDARGUE	JOHN BULL PR	140	0	10	3	1	HCA34-63
JEUNE AIMEE	VASSE	CAMILLA	290	0	27	2	0	HCA34-63
JEUNE AIMEE DE CAVERNE	O	POMONE	100	0	7	4	97	HCA34-62
JEUNE ANNETTE	FAUGUEUX	SUVAROW	280	0	26	3	1	HCA34-63
JEUNE ARSENNE	PALFRAY	HIND CUTTER	200	0	4	3	96	HCA34-61
JEUNE CAROLINE	LANGLOIS	ANTELOPE CUTTER	290	20	14	11	96	HCA34-61
JEUNE CHARLOTTE	DUJARDINE	HIND	200	0	16	4	93	HCA34-61
JEUNE EMILIE	BEDEL	TRITON	290	43	29	3	97	HCA34-62
JEUNE EULALIE	DUBOIS	LIVELY	110	0	4	9	93	HCA34-61
JEUNE GERMAINE	DUPRAY	HIND	200	33	8	3	93	HCA34-61
JEUNE IPHIGENEE	TOURNELLE	ORPHEUS FRIGATE	290	0	20	9	93	HCA34-61
JEUNE MARGUERITE	BOUCHET	ALLIGATOR	320	0	16	8	93	HCA34-61
JEUNE MARIE	EVERAERT	SLOOP	80	37	16	4	93	HCA34-61
JEUNE POLONNAISE	LE TELLIER	MARS	280	0	3	9	93	HCA34-61
JEUNE REINE	ANDONAN	DISPATCH PR	280	0	17	1	99	HCA34-63
JEUNE THEODORE	CHEVALAURE	TRITON	280	0	23	10	1	HCA34-63
JEUNE ZELIA	VIGNE	ADAM PRIVATEER	110	0	25	4	99	HCA34-63
JOSEPH	TURPIN	SOUTHAMPTON	70	0	2	6	96	HCA34-61
JOSEPHINE	FROMENT	SUFFISANTE	280	20	24	4	0	HCA34-63
JULIE	GAUBREAU	SHANNON	60	80	17	8	98	HCA34-62
JULIE	O	STORK SLOOP	280	0	14	8	1	HCA34-60
JULIE CAROLINE	O	EAGLE PRIVATEER	140	0	3	5	98	HCA34-62
JULIE CHERIE	CAUDIN	LORD STANLEY	190	0	6	6	93	HCA34-61
JULIE MARIE	LE SAUX	VULTURE PR	140	0	26	2	98	HCA34-62
JUPITER	NOSTEN	LEDA	280	55	24	6	1	HCA34-63
JUPITER	PELLET	CRUISER	370	39	19	6	98	HCA34-62
JUSTE	BLAVET	HOWES FLEET	298	77	15	7	94	HCA34-61
JUSTE	CHARLET	AMELIA	280	70	31	3	1	HCA34-63
JUSTE	ETIENNE	TRIUMPH	290	0	29	7	95	HCA34-61
JUSTINE	LAHURE	PILOTE	380	16	13	7	97	HCA34-62
KHUITER	BABLOT	FLORA	180	88	31	10	99	HCA34-63
LA PAZ	DE LOPASTIGIN	HARM PRIVATEER	110	0	19	7	99	HCA34-63
LABORIEUX	LE CORNU	AIMABLE	290	26	28	5	93	HCA34-61
LABOUREUR	LUSSEUX	EAGLE	140	0	2	11	98	HCA34-60
LAELNIMA SOLA	OLVEYRA	NETLY	180	28	31	3	1	HCA34-63
LAWRE	LE MAITRE	IMMORTALITE	280	68	7	6	1	HCA34-63
LEGER	CARPENTIER	APOLLO	281	68	12	8	96	HCA34-61
LEGER	DESBROSSES	PHAETON	281	38	7	4	98	HCA34-62
LEGERE	ALLEMS	NAUTILUS SLOOP	170	57	19	6	98	HCA34-62
LEGERE	DALBARAD	NETLEY	470	40	2	10	0	HCA34-63
LEGERE	LALLENARD	IRIS	370	0	16	2	99	HCA34-63
LEGERE	MALLEUX	FLORA	180	44	30	8	99	HCA34-63
LEMERE	O	CANADA	280	0	24	4	98	HCA34-62
LEO	LE PORT	RAISONABLE	280	41	4	11	96	HCA34-61
LEVRIER	ALLAIN	PHAETON	280	73	9	11	98	HCA34-62
LEVRIER	LATASTE	MINERVE	180	0	18	3	0	HCA34-63
LIBERTE	DORP	GRIFFIN CUTTER	370	18	17	3	97	HCA34-62
LIBERTE	JPR	GREYHOUND CUTTER	360	18	13	6	97	HCA34-62
LIBERTE	LE BAGHOUSE	GALATEA	100	0	21	4	95	HCA34-61
LIBERTE	LE REDDE	HIND FRIGATE	290	27	15	6	93	HCA34-61
LOIRE	LEGEND	ANSON	286	24	13	12	98	HCA34-62
LOUIS MARIE	HERVICHON	VULTURE PR	140	0	19	10	97	HCA34-62
LOURIS	O	BADGER GUN BOAT	290	0	11	5	97	HCA34-62
LUCELLE	O	DIAMOND	110	0	21	7	95	HCA34-61
LUINOLA	LE BLANC	ACTIVE	290	48	24	3	1	HCA34-63
MACAQUES	GALBASSET	COMUS	140	0	2	10	1	HCA34-63
MAGICIEN	ARDOUIN	CLYDE	280	0	28	11	0	HCA34-63
MALAISEE	GRANGER	SWAN CUTTER	280	29	26	6	93	HCA34-61
MALOUIN	DURUBLE	BRILLIANT	110	25	15	6	93	HCA34-63
MALOUINE	AILLET	AMELIA	280	0	1	11	99	HCA34-63
MARANDER	DE LATRE	ARGUS CUTTER	440	18	14	10	96	HCA34-61
MARENGO	VREGNAND	LONDON	297	42	11	6	6	HCA34-64
MARGOFF GEORGE	MOUSTEY	THETIS FRIGATE	200	0	20	9	93	HCA34-61
MARGUERITE	CARTIER	TELEMACHUS CR	290	39	3	9	96	HCA34-61
MARGUERITTE	LE GALE	MARLBOROUGH	280	0	18	12	0	HCA34-63
MARIA THERESA	LA VARSIN	DOLLY CUTTER	100	0	24	2	97	HCA34-62
MARIE	O	WARRENS SQUAD	100	0	13	5	96	HCA34-61
MARIE	PIED	JASON FRIGATE	280	72	22	1	98	HCA34-62
MARIE	RENAUD	PENELOPE CR	280	24	10	1	98	HCA34-62
MARIE	ROGER	KINGFISHER	510	11	29	7	96	HCA34-61
MARIE AGATHA	JOYAN	JUNO	290	0	28	5	93	HCA34-61
MARIE ANGE	LE GUENEC	PLYMOUTH	140	0	5	3	99	HCA34-63
MARIE ANGELIQUE	JOUSSEUMEL	CYNTHIA RR	110	0	28	10	1	HCA34-63
MARIE ANNE	BENARD	DOVER CUTTER	280	29	2	12	96	HCA34-61
MARIE ANNE	DESHAILLES	AURORA FRIGATE	180	90	10	1	98	HCA34-62
MARIE ANNE	HENRY	JERSEY	400	0	0	0	2	HCA34-60
MARIE ANNE	LALA	TOWNSEND	140	0	14	6	99	HCA34-63
MARIE ANNE THERESE	O	CANADA	280	0	24	4	98	HCA34-62
MARIE ANTOINETTE	SAVON	DIADEM	160	0	21	1	96	HCA34-61
MARIE CATHERINE	MASSON	SANS PAREIL	290	0	24	4	98	HCA34-62
MARIE FRANCOIS FIDELLE	FRUOZ	ARTOIS	100	0	11	6	95	HCA34-61
MARIE FRANCOISE	GOUZER	SPRIGHTLY	110	0	26	6	93	HCA34-61
MARIE FRANCOISE	MOIZON	WARRENS SQ	280	0	31	7	0	HCA34-63
MARIE FRANCOISE	THOMELIN	VULTURE PR	140	0	19	9	97	HCA34-62
MARIE JEANNE	MACE	LOTTERY	140	0	2	10	0	HCA34-63
MARIE JEANNE DE PLOUGHA	LOREAUX	DESPATCH	110	0	17	7	0	HCA34-63
MARIE JOSEPH	BERNARD	ENTERPRIZE PR	140	0	13	9	97	HCA34-63
MARIE JOSEPH	LAURENT	ACTIVE	140	0	15	6	93	HCA34-63
MARIE JOSEPH	LEBADE	DESPATCH	190	0	24	10	99	HCA34-63
MARIE JUSTINE	DAGAY	WARRENS SQ	400	0	13	5	96	HCA34-61
MARIE LOUISE	LE DREVES	HEBE	140	0	4	11	95	HCA34-61
MARIE LOUISE	LE GLANANCE	CONWAY PR	280	0	3	5	98	HCA34-62
MARIE PERINE	MORAN	ALLIGATOR	320	0	16	8	93	HCA34-61
MARIE PEROTTE	THEBAUT	PHAETON FRIGATE	280	0	17	8	98	HCA34-62
MARIE THERESE	GUILLAUME	PILOT SLOOP	140	0	21	4	95	HCA34-61
MARIE VINCENT	LE FLOCK	CYNTHIA PR	110	0	17	7	0	HCA34-63
MARS	ABAUTRET	DRYAD	62	22	28	3	98	HCA34-62
MARS	ETIENNE	AMETHYST	281	60	22	5	0	HCA34-63
MARSOUIN	DEIPNER	ASTREA	200	58	24	5	99	HCA34-63
MASCARADE	GAUTHIER	LA FORTUNEE	290	39	12	5	1	HCA34-63
MASSENA	ATTIANASE	PLOVER	80	34	24	4	0	HCA34-63
MAUDREN	LECOLIER	HIND CUTTER	520	26	30	5	97	HCA34-62
MEDEE	DUFOUR	PHOENIX	140	0	2	10	0	HCA34-63
MELANIE	DUROCHER	RATTLESNAKE	40	68	2	4	97	HCA34-62
MELPOMENE	O	HOODS FLEET	70	0	22	12	97	HCA34-62
MERCURE	REGAL	PHAETON	281	33	2	10	98	HCA34-62
MERCURIE	FROMY	MELAMPUS	60	74	18	4	99	HCA34-63
MERVEILLEUSE	LEFEBURE	WRIGHT ARMED SH	530	14	19	6	98	HCA34-62
MIGNIONE	O	HOODS FLEET	70	0	22	12	97	HCA34-62
MILAN	ROGER	BOADICIA	280	42	4	4	99	HCA34-63
MINERVA	DE LORME	DIDO	253	18	13	12	98	HCA34-62
MINERVE	DAGUENET	INDEFATIGABLE	100	66	13	2	99	HCA34-63
MINERVE	MARCHAND	ST FIORENZO FR	280	0	22	1	98	HCA34-62
MINERVE	MARQUIS	AIGLE FRIGATE	180	88	3	5	98	HCA34-62
MINERVE	MERNOL	CONCORDE	100	0	21	4	95	HCA34-61
MODERERE	TESTARD	NILE	380	39	17	2	0	HCA34-63
MODESTE	COUOLIS	NYMPH	280	0	4	4	0	HCA34-63
MODESTE	GOSSELIN	DISPATCH	110	0	22	11	99	HCA34-63
MOLIERE	ALANIE	SUCCESS PR	140	0	3	9	1	HCA34-63
MONT BLANC	LE BAIL	VIPER	280	0	24	3	1	HCA34-63
MONT BLANC	VILLEGRIS	STRACHANS SQ	287	86	4	11	5	HCA34-60
MORGAN	WHITNEY	SUFFISANTE	280	54	29	7	96	HCA34-61
MOUCHE	HERON	DIANA FRIGATE	61	72	27	1	98	HCA34-62
